           Estrella  Planetas_en_Sistema  Distancia(pc) Tipo_Espectral      Temp_K  Radio_Sol  Masa_Sol                                                                                                                                                   Ref_Estrella
          HD 158259           HD 158259 c       3.432000           NaN   0.017619       0.017619      5.600000          5.600000       2.230000           Radial Velocity                                 <a refstr=HARA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636L...6H/abstract target=ref>Hara et al. 2020</a>
          HD 155918           HD 155918 b       1.875670      0.030000   0.024000       0.024000      7.627882          7.627882       2.670000           Radial Velocity                                 <a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>
          HD 155918           HD 155918 c   17202.194460     13.183000   5.909000            NaN   1878.048057               NaN      12.800000           Radial Velocity                                 <a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>
           HD 82943            HD 82943 b     441.470000      1.183060   1.681000       1.539000    534.250000        556.000000      13.500000           Radial Velocity          <a refstr=BALUEV___BEAUG_EACUTE__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.439..673B/abstract target=ref> Baluev & Beaug&eacute; 2014</a>
           HD 82943            HD 82943 c     220.078000      0.743450   1.959000       1.500000    622.603000        639.000000      13.400000           Radial Velocity          <a refstr=BALUEV___BEAUG_EACUTE__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.439..673B/abstract target=ref> Baluev & Beaug&eacute; 2014</a>
          HD 111232           HD 111232 b    1169.132020      2.148000   7.965000       7.240000   2531.503262       2301.077667      12.600000           Radial Velocity                                 <a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>
           HD 37124            HD 37124 b     154.378000      0.533640   0.675000       0.675000    214.535250        214.535250      14.000000           Radial Velocity                             <a refstr=WRIGHT_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...730...93W/abstract target=ref>Wright et al. 2011</a>
           HD 37124            HD 37124 d    1862.000000      2.807000   0.696000       0.696000    221.209680        221.209680      14.000000           Radial Velocity                             <a refstr=WRIGHT_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...730...93W/abstract target=ref>Wright et al. 2011</a>
           HD 37124            HD 37124 c     885.500000      1.710000   0.652000       0.652000    207.225160        207.225160      14.100000           Radial Velocity                             <a refstr=WRIGHT_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...730...93W/abstract target=ref>Wright et al. 2011</a>
           HD 21693            HD 21693 b      22.678600      0.145500   0.025900       0.025900      8.230000          8.230000       2.800000           Radial Velocity                                 <a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>
           HD 21693            HD 21693 c      53.735700      0.258600   0.054700       0.054700     17.370000         17.370000       4.340000           Radial Velocity                                 <a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>
           HD 11964            HD 11964 c      37.910000      0.229000   0.078800       0.078800     25.000000         25.000000       5.380000           Radial Velocity                           <a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1084W/abstract target=ref> Wright et al. 2009 </a>
           HD 11964            HD 11964 b    1945.000000      3.160000   0.622000       0.622000    198.000000        198.000000      14.100000           Radial Velocity                           <a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1084W/abstract target=ref> Wright et al. 2009 </a>
           HD 92788            HD 92788 c   11611.297500     10.500000   3.670000       3.670000   1166.436100       1166.436100      13.000000           Radial Velocity                           <a refstr=RICKMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..71R/abstract target=ref>Rickman et al. 2019</a>
           HD 92788            HD 92788 b     325.803000      0.970000   3.760000       3.760000   1195.040800       1195.040800      13.000000           Radial Velocity                           <a refstr=RICKMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..71R/abstract target=ref>Rickman et al. 2019</a>
           HD 51608            HD 51608 c      95.944600      0.380900   0.045000       0.045000     14.310000         14.310000       3.870000           Radial Velocity                                 <a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>
           HD 51608            HD 51608 b      14.072600      0.105900   0.040200       0.040200     12.770000         12.770000       3.620000           Radial Velocity                                 <a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>
           HD 65216            HD 65216 b     577.600000      1.301000   1.295000       1.295000    411.589850        411.589850      13.600000           Radial Velocity                     <a refstr=WITTENMYER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.5859W/abstract target=ref>Wittenmyer et al. 2019</a>
           HD 65216            HD 65216 c    5370.000000      5.750000   2.030000       2.030000    645.194900        645.194900      13.400000           Radial Velocity                     <a refstr=WITTENMYER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.5859W/abstract target=ref>Wittenmyer et al. 2019</a>
           HD 20782            HD 20782 b     597.064300      1.364900   1.487800       1.487800    472.830000        472.830000      13.600000           Radial Velocity                                 <a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>
          HD 156279           HD 156279 c    4818.253580      5.486000   9.750000       9.450000   3098.826968       3003.478446      12.500000           Radial Velocity                                 <a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>
          HD 156279           HD 156279 b     133.403550      0.502000   9.432000       9.432000   2997.757535       2997.757535      12.500000           Radial Velocity                                 <a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>
           HD 47186            HD 47186 b       4.084500      0.050000   0.070000       0.070000     22.248100         22.248100       5.020000           Radial Velocity                           <a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
           HD 47186            HD 47186 c    1353.600000      2.395000   0.350610       0.350610    111.420000        111.420000      13.000000           Radial Velocity                           <a refstr=BOUCHY_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496..527B/abstract target=ref> Bouchy et al. 2009 </a>
           HD 31527            HD 31527 d     271.673700      0.809800   0.037200       0.037200     11.820000         11.820000       3.460000           Radial Velocity                                 <a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>
           HD 31527            HD 31527 c      51.205300      0.266300   0.044500       0.044500     14.160000         14.160000       3.850000           Radial Velocity                                 <a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>
           HD 31527            HD 31527 b      16.553500      0.125400   0.032900       0.032900     10.470000         10.470000       3.220000           Radial Velocity                                 <a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>
           HD 10180            HD 10180 g     604.670000      1.427000  10.620000       0.073200   3375.337682         23.265156            NaN           Radial Velocity                     <a refstr=KANE__AMP__GELINO_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...792..111K/abstract target=ref>Kane &amp; Gelino 2014</a>
           HD 10180            HD 10180 e      49.748000      0.269900   0.079000       0.080500     25.100000         25.585315       5.390000           Radial Velocity                     <a refstr=KANE__AMP__GELINO_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...792..111K/abstract target=ref>Kane &amp; Gelino 2014</a>
           HD 10180            HD 10180 h    2205.000000      3.381000   0.203000       0.206600     64.400000         65.663678       9.400000           Radial Velocity                     <a refstr=KANE__AMP__GELINO_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...792..111K/abstract target=ref>Kane &amp; Gelino 2014</a>
           HD 10180            HD 10180 f     122.744000      0.492900   0.075200       0.072200     23.900000         22.947326       5.240000           Radial Velocity                     <a refstr=KANE__AMP__GELINO_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...792..111K/abstract target=ref>Kane &amp; Gelino 2014</a>
           HD 10180            HD 10180 d      16.357000      0.128590  10.370000       0.037800   3295.880581         12.013974            NaN           Radial Velocity                     <a refstr=KANE__AMP__GELINO_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...792..111K/abstract target=ref>Kane &amp; Gelino 2014</a>
           HD 10180            HD 10180 c       5.759690      0.064120   8.626000       0.041600   2741.587839         13.221728            NaN           Radial Velocity                     <a refstr=KANE__AMP__GELINO_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...792..111K/abstract target=ref>Kane &amp; Gelino 2014</a>
           HD 28185            HD 28185 b     385.920000      1.034000   5.850000       5.850000   1859.296181       1859.296181      12.800000           Radial Velocity                              <a refstr=VENNER_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.535...90V/abstract target=ref>Venner et al. 2024</a>
           HD 28185            HD 28185 c    9090.000000      8.500000   6.000000       5.400000   1906.970442       1716.273398      12.800000           Radial Velocity                              <a refstr=VENNER_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.535...90V/abstract target=ref>Venner et al. 2024</a>
          HD 168443           HD 168443 b      58.111870      0.292000   7.628000       7.628000   2424.395089       2424.395089      12.600000           Radial Velocity                                 <a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>
          HD 196067           HD 196067 b    3413.700000      4.710000  11.400000       5.580000   3623.243840       1773.482511      12.400000           Radial Velocity                            <a refstr=DELISLE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...703A..78D/abstract target=ref>Delisle et al. 2025</a>
          HD 196067           HD 196067 c       4.601088           NaN   0.032722       0.032722     10.400000         10.400000       3.210000           Radial Velocity                            <a refstr=DELISLE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...703A..78D/abstract target=ref>Delisle et al. 2025</a>
          HD 147018           HD 147018 b      44.236000      0.238800   2.120000       2.120000    674.000000        674.000000      13.400000           Radial Velocity            <a refstr=SEGRANSAN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...511A..45S/abstract target=ref> S&eacute;gransan et al. 2010 </a>
          HD 147018           HD 147018 c    1008.000000      1.922000   6.560000       6.560000   2080.000000       2080.000000      12.700000           Radial Velocity            <a refstr=SEGRANSAN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...511A..45S/abstract target=ref> S&eacute;gransan et al. 2010 </a>
           HD 20003            HD 20003 b      11.848200      0.097400   0.036700       0.036700     11.660000         11.660000       3.430000           Radial Velocity                                 <a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>
           HD 20003            HD 20003 c      33.923900      0.196400   0.045400       0.045400     14.440000         14.440000       3.890000           Radial Velocity                                 <a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>
           HD 38529            HD 38529 b      14.309900      0.115000   0.650000       0.650000    206.588465        206.588465      14.100000           Radial Velocity                                 <a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>
           HD 93385            HD 93385 b       7.342600      0.075600   0.013215       0.013215      4.200000          4.200000       1.880000           Radial Velocity                               <a refstr=UNGER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...654A.104U/abstract target=ref>Unger et al. 2021</a>
           HD 93385            HD 93385 d      45.850000      0.256500   0.027373       0.027373      8.700000          8.700000       2.890000           Radial Velocity                               <a refstr=UNGER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...654A.104U/abstract target=ref>Unger et al. 2021</a>
           HD 93385            HD 93385 c      13.180000      0.112000   0.022339       0.022339      7.100000          7.100000       2.560000           Radial Velocity                               <a refstr=UNGER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...654A.104U/abstract target=ref>Unger et al. 2021</a>
          HD 155358           HD 155358 b     194.300000      0.630000   0.990000       0.990000    314.651700        314.651700      13.800000           Radial Velocity                           <a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
          HD 155358           HD 155358 c     391.900000      1.020000   0.820000       0.820000    261.000000        261.000000      13.900000           Radial Velocity                     <a refstr=ROBERTSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...749...39R/abstract target=ref> Robertson et al. 2012 </a>
           HD 28471            HD 28471 d      11.681000      0.100000   0.015449       0.015449      4.910000          4.910000       2.060000           Radial Velocity                        <a refstr=STEVENSON_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.543...28S/abstract target=ref>Stevenson et al. 2025</a>
           HD 28471            HD 28471 b       3.164900      0.042000   0.011704       0.011704      3.720000          3.720000       1.750000           Radial Velocity                        <a refstr=STEVENSON_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.543...28S/abstract target=ref>Stevenson et al. 2025</a>
           HD 28471            HD 28471 c       6.124500      0.065000   0.017997       0.017997      5.720000          5.720000       2.260000           Radial Velocity                        <a refstr=STEVENSON_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.543...28S/abstract target=ref>Stevenson et al. 2025</a>
           HD 86226            HD 86226 b    1628.000000      2.730000   0.450000       0.460000    143.023500        146.201067      14.300000           Radial Velocity                               <a refstr=TESKE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...96T/abstract target=ref>Teske et al. 2020</a>
           HD 86226            HD 86226 c       3.984420      0.049000   0.022811       0.023440      7.250000          7.450000       2.160000                   Transit                               <a refstr=TESKE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...96T/abstract target=ref>Teske et al. 2020</a>
          HD 187123           HD 187123 b       3.096583      0.042600   0.523000       0.523000    166.218000        166.218000      14.200000           Radial Velocity                           <a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1084W/abstract target=ref> Wright et al. 2009 </a>
          HD 187123           HD 187123 c    3810.000000      4.890000   2.870000       1.990000    912.167528        632.460000      13.200000           Radial Velocity                           <a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1084W/abstract target=ref> Wright et al. 2009 </a>
           HD 34445            HD 34445 b    1049.000000      2.070000   0.820000       0.820000    260.620600        260.620600      13.900000           Radial Velocity                           <a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
           HD 34445            HD 34445 g    5700.000000      6.360000   0.380000       0.380000    120.600000        120.600000      13.600000           Radial Velocity                                 <a refstr=VOGT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..181V/abstract target=ref>Vogt et al. 2017</a>
           HD 34445            HD 34445 c     214.670000      0.718100   0.168000       0.168000     53.500000         53.500000       8.420000           Radial Velocity                                 <a refstr=VOGT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..181V/abstract target=ref>Vogt et al. 2017</a>
           HD 34445            HD 34445 d     117.870000      0.481700   0.097000       0.097000     30.700000         30.700000       6.070000           Radial Velocity                                 <a refstr=VOGT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..181V/abstract target=ref>Vogt et al. 2017</a>
           HD 34445            HD 34445 f     676.800000      1.543000   0.119000       0.119000     37.900000         37.900000       6.880000           Radial Velocity                                 <a refstr=VOGT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..181V/abstract target=ref>Vogt et al. 2017</a>
           HD 34445            HD 34445 e      49.175000      0.268700   0.052900       0.052900     16.800000         16.800000       4.260000           Radial Velocity                                 <a refstr=VOGT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..181V/abstract target=ref>Vogt et al. 2017</a>
           HD 50499            HD 50499 c    8619.900000      9.020000   2.930000       2.930000    931.241900        931.241900      13.200000           Radial Velocity                           <a refstr=RICKMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..71R/abstract target=ref>Rickman et al. 2019</a>
           HD 50499            HD 50499 b    2447.100000      3.833000   1.636000       1.636000    519.969880        519.969880      13.500000           Radial Velocity                           <a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>
           HD 24040            HD 24040 c     515.400000      1.300000   0.201000       0.201000     63.883510         63.883510       9.350000           Radial Velocity                       <a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>
           HD 24040            HD 24040 b    3668.000000      4.920000   5.000000       3.860000   1589.142035       1226.823800      12.900000           Radial Velocity                           <a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
          HD 204313           HD 204313 b    2041.115390      3.185000   4.615000       4.460000   1466.778098       1417.514695      12.900000           Radial Velocity                                 <a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>
          HD 204313           HD 204313 c      34.958750      0.211000   0.054000       0.054000     17.162734         17.162734       4.310000           Radial Velocity                                 <a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>
          HD 213885           HD 213885 c       4.785030      0.056798   0.062769       0.062769     19.950000         19.950000       4.710000           Radial Velocity                         <a refstr=ESPINOZA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2982E/abstract target=ref>Espinoza et al. 2020</a>
          HD 213885           HD 213885 b       1.008035      0.020120   0.027782            NaN      8.830000               NaN       1.745000                   Transit                         <a refstr=ESPINOZA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2982E/abstract target=ref>Espinoza et al. 2020</a>
          HD 107148           HD 107148 c      18.326700      0.140700   0.062600       0.062600     19.896058         19.896058       4.700000           Radial Velocity                       <a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>
          HD 107148           HD 107148 b      48.056000      0.269000   0.210000       0.210000     66.741000         66.741000       9.600000           Radial Velocity                           <a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>
            HD 9446             HD 9446 c     192.900000      0.654000   1.820000       1.820000    578.426000        578.426000      13.400000           Radial Velocity                         <a refstr=HEBRARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A&A...513A..69H/abstract target=ref> Hebrard et al. 2010 </a>
            HD 9446             HD 9446 b      30.052000      0.189000   0.700000       0.700000    222.472000        222.472000      14.000000           Radial Velocity                         <a refstr=HEBRARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A&A...513A..69H/abstract target=ref> Hebrard et al. 2010 </a>
          HIP 14810           HIP 14810 d     981.800000      1.940000   0.590000       0.590000    187.519700        187.519700      14.100000           Radial Velocity                                 <a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>
          HIP 14810           HIP 14810 c     147.747000      0.549000   1.310000       1.310000    416.357300        416.357300      13.600000           Radial Velocity                                 <a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>
          HIP 14810           HIP 14810 b       6.673892      0.069600   3.900000       3.900000   1239.537000       1239.537000      13.000000           Radial Velocity                                 <a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>
           HD 11506            HD 11506 c     223.920000      0.771000   0.400000       0.400000    127.131363        127.131363      14.000000           Radial Velocity                         <a refstr=RUGGIERI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...689A.235R/abstract target=ref>Ruggieri et al. 2024</a>
           HD 11506            HD 11506 b    1617.700000      2.885000   4.880000       4.800000   1551.002626       1525.576354      12.900000           Radial Velocity                         <a refstr=RUGGIERI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...689A.235R/abstract target=ref>Ruggieri et al. 2024</a>
        HD 133131 B         HD 133131 B b    5769.000000      6.150000   2.500000       2.500000    794.575000        794.575000      13.300000           Radial Velocity                               <a refstr=TESKE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..167T/abstract target=ref>Teske et al. 2016</a>
        HD 133131 A         HD 133131 A c    3568.000000      4.490000   0.420000       0.420000    133.488600        133.488600      14.300000           Radial Velocity                               <a refstr=TESKE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..167T/abstract target=ref>Teske et al. 2016</a>
        HD 133131 A         HD 133131 A b     649.000000      1.440000   1.420000       1.420000    451.318600        451.318600      13.600000           Radial Velocity                               <a refstr=TESKE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..167T/abstract target=ref>Teske et al. 2016</a>
           HD 72659            HD 72659 b    3549.000000      4.607000   2.988000       2.851000    949.671280        906.128788      13.200000           Radial Velocity                         <a refstr=RUGGIERI_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.542.1233R/abstract target=ref>Ruggieri et al. 2025</a>
           HD 74698            HD 74698 b      15.017000      0.121000   0.070000       0.070000     23.000000         23.000000       5.120000           Radial Velocity                            <a refstr=FRENSCH_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A.173F/abstract target=ref>Frensch et al. 2023</a>
           HD 74698            HD 74698 c    3449.000000      4.500000   0.400000       0.400000    126.000000        126.000000      14.000000           Radial Velocity                            <a refstr=FRENSCH_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A.173F/abstract target=ref>Frensch et al. 2023</a>
           HD 66428            HD 66428 b    2269.817260      3.395000  10.946000       3.204000   3478.949743       1018.327320      12.400000           Radial Velocity                                 <a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>
           HD 66428            HD 66428 c   10478.844370      9.408000   1.764000      27.000000    560.649310       8581.366989      13.500000           Radial Velocity                                 <a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>
          HD 191939           HD 191939 g     284.000000      0.812000   0.042476       0.042476     13.500000         13.500000       3.740000           Radial Velocity                  <a refstr=ORELL_MIQUEL_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A..40O/abstract target=ref>Orell-Miquel et al. 2023</a>
          HD 191939           HD 191939 d      38.353037      0.213200   0.008810       0.008810      2.800000          2.800000       2.995000                   Transit                  <a refstr=ORELL_MIQUEL_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A..40O/abstract target=ref>Orell-Miquel et al. 2023</a>
          HD 191939           HD 191939 e     101.120000      0.407000   0.353021       0.353021    112.200000        112.200000      13.000000           Radial Velocity                  <a refstr=ORELL_MIQUEL_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A..40O/abstract target=ref>Orell-Miquel et al. 2023</a>
          HD 191939           HD 191939 b       8.880326      0.080400   0.031464       0.030394     10.000000          9.660000       3.410000                   Transit                  <a refstr=ORELL_MIQUEL_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A..40O/abstract target=ref>Orell-Miquel et al. 2023</a>
          HD 191939           HD 191939 f    2898.000000      3.710000   2.880000       2.880000    915.345812        915.345812      13.200000           Radial Velocity                               <a refstr=LUBIN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168..196L/abstract target=ref>Lubin et al. 2024</a>
          HD 191939           HD 191939 c      28.579743      0.175200   0.025171       0.023755      8.000000          7.550000       3.195000                   Transit                  <a refstr=ORELL_MIQUEL_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A..40O/abstract target=ref>Orell-Miquel et al. 2023</a>
          HD 183263           HD 183263 c    4667.978410      5.585000   9.310000       6.900000   2958.982469       2192.930000      12.500000           Radial Velocity                                 <a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>
          HD 183263           HD 183263 b     624.874040      1.460000   3.471000       3.471000   1103.182401       1103.182401      13.100000           Radial Velocity                                 <a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>
           HD 30177            HD 30177 c   12085.451860     10.258000   6.150000       7.600000   1954.644703       2415.508000      12.700000           Radial Velocity                                 <a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>
           HD 30177            HD 30177 b    2514.534220      3.604000   8.403000       8.080000   2670.712104       2568.066400      12.600000           Radial Velocity                                 <a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>
          HD 159868           HD 159868 c     351.000000      1.032000   0.768000       0.768000    244.093440        244.093440      14.000000           Radial Velocity                                 <a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>
          HD 159868           HD 159868 b    1184.100000      2.320000   2.218000       2.218000    704.946940        704.946940      13.300000           Radial Velocity                                 <a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>
          HD 109271           HD 109271 b       7.854300      0.079000   0.054000       0.054000     17.162000         17.162000       4.310000           Radial Velocity                     <a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>
          HD 109271           HD 109271 c      30.930000      0.196000   0.076000       0.076000     24.154000         24.154000       5.270000           Radial Velocity                     <a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>
