      Estrella  Planetas_en_Sistema  Distancia(pc) Tipo_Espectral      Temp_K  Radio_Sol  Masa_Sol                                                                                                                                                        Ref_Estrella
     HD 114386      HD 114386 c     444.000000      1.050000   0.370000       0.370000    117.596511        117.596511      13.400000           Radial Velocity                                           <a refstr=WU_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026AJ....171..189W/abstract target=ref>Wu et al. 2026</a>
      HD 13808       HD 13808 c      53.753000      0.255400   0.031338       0.031338      9.960000          9.960000       3.130000           Radial Velocity                                     <a refstr=AHRER_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.503.1248A/abstract target=ref>Ahrer et al. 2021</a>
      HD 13808       HD 13808 b      14.181500      0.105190   0.035239       0.035239     11.200000         11.200000       3.350000           Radial Velocity                                     <a refstr=AHRER_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.503.1248A/abstract target=ref>Ahrer et al. 2021</a>
      HD 93083       HD 93083 b     144.720000      0.508000   0.451000       0.451000    143.340612        143.340612      14.300000           Radial Velocity                                   <a refstr=STOEVA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...708A.232S/abstract target=ref>Stoeva et al. 2026</a>
      HD 93083        GJ 1137 c       9.641200      0.083500   0.016109       0.016109      5.120000          5.120000       2.110000           Radial Velocity                                   <a refstr=STOEVA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...708A.232S/abstract target=ref>Stoeva et al. 2026</a>
       GJ 9827        GJ 9827 d       6.201830      0.053000   0.009502       0.016361      3.020000          5.200000       1.980000                   Transit              <a refstr=PIAULET_GHORAYEB_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...974L..10P/abstract target=ref>Piaulet-Ghorayeb et al. 2024</a>
       GJ 9827        GJ 9827 c       3.648103      0.039500   0.005852       0.007614      1.860000          2.420000       1.130000                   Transit                             <a refstr=PASSEGGER_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A..22P/abstract target=ref>Passegger et al. 2024</a>
       GJ 9827        GJ 9827 b       1.208974      0.018900   0.013466       0.010729      4.280000          3.410000       1.440000                   Transit                             <a refstr=PASSEGGER_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A..22P/abstract target=ref>Passegger et al. 2024</a>
      HD 73583       HD 73583 c      18.879740      0.124200   0.030520            NaN      9.700000               NaN       2.390000                   Transit                        <a refstr=BARRAGAN_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.514.1606B/abstract target=ref>Barrag&aacute;n et al. 2022</a>
      HD 73583       HD 73583 b       6.398042      0.060400   0.032093            NaN     10.200000               NaN       2.790000                   Transit                        <a refstr=BARRAGAN_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.514.1606B/abstract target=ref>Barrag&aacute;n et al. 2022</a>
     HD 110067      HD 110067 e      30.793091      0.178500   0.012271            NaN      3.900000               NaN       1.940000                   Transit                                    <a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>
     HD 110067      HD 110067 c      13.673694      0.103900   0.019822            NaN      6.300000               NaN       2.388000                   Transit                                    <a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>
     HD 110067      HD 110067 d      20.519617      0.136200   0.026807            NaN      8.520000               NaN       2.852000                   Transit                                    <a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>
     HD 110067      HD 110067 b       9.113678      0.079300   0.017903            NaN      5.690000               NaN       2.200000                   Transit                                    <a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>
     HD 110067      HD 110067 g      54.769920      0.262100   0.026429            NaN      8.400000               NaN       2.607000                   Transit                                    <a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>
     HD 110067      HD 110067 f      41.058540      0.216300   0.015858            NaN      5.040000               NaN       2.601000                   Transit                                    <a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>
      HD 45364       HD 45364 c     345.430000      0.902000   0.549000       0.549000    174.487795        174.487795      14.200000           Radial Velocity                                          <a refstr=LI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..163L/abstract target=ref>Li et al. 2022</a>
      HD 45364       HD 45364 b     225.790000      0.679300   0.189300       0.189300     60.164917         60.164917       9.030000           Radial Velocity                                          <a refstr=LI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..163L/abstract target=ref>Li et al. 2022</a>
      HD 20781       HD 20781 b       5.313500      0.052900   0.006100       0.006100      1.930000          1.930000       1.210000           Radial Velocity                                      <a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>
      HD 20781       HD 20781 c      13.890500      0.100400   0.016800       0.016800      5.330000          5.330000       2.170000           Radial Velocity                                      <a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>
      HD 20781       HD 20781 d      29.158000      0.164700   0.033400       0.033400     10.610000         10.610000       3.250000           Radial Velocity                                      <a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>
      HD 20781       HD 20781 e      85.507300      0.337400   0.044200       0.044200     14.030000         14.030000       3.830000           Radial Velocity                                      <a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>
    Kepler-444     Kepler-444 b       3.600105      0.041780   0.000118            NaN      0.037400               NaN       0.403000                   Transit                              <a refstr=CAMPANTE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..170C/abstract target=ref>Campante et al. 2015</a>
    Kepler-444     Kepler-444 c       4.545884      0.048810   0.000250            NaN      0.079300               NaN       0.497000                   Transit                              <a refstr=CAMPANTE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..170C/abstract target=ref>Campante et al. 2015</a>
    Kepler-444     Kepler-444 e       7.743493      0.069600   0.000315            NaN      0.100000               NaN       0.546000                   Transit                              <a refstr=CAMPANTE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..170C/abstract target=ref>Campante et al. 2015</a>
    Kepler-444     Kepler-444 d       6.189392      0.060000   0.000629            NaN      0.200000               NaN       0.530000                   Transit                              <a refstr=CAMPANTE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..170C/abstract target=ref>Campante et al. 2015</a>
    Kepler-444     Kepler-444 f       9.740486      0.081100   0.001040            NaN      0.332000               NaN       0.741000                   Transit                              <a refstr=CAMPANTE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..170C/abstract target=ref>Campante et al. 2015</a>
    HD 41004 A     HD 41004 A b     963.000000           NaN   2.540000       2.540000    807.250000        807.250000      13.200000           Radial Velocity                                <a refstr=ZUCKER_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...426..695Z/abstract target=ref> Zucker et al. 2004 </a>
     HD 141399      HD 141399 c     201.990000      0.689000   1.330000       1.330000    422.713900        422.713900      13.600000           Radial Velocity                  <a refstr=H_EACUTE_BRARD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.145H/abstract target=ref>H&eacute;brard et al. 2016</a>
     HD 141399      HD 141399 e    5000.000000      5.000000   0.660000       0.660000    209.767800        209.767800      14.100000           Radial Velocity                  <a refstr=H_EACUTE_BRARD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.145H/abstract target=ref>H&eacute;brard et al. 2016</a>
     HD 141399      HD 141399 b      94.440000      0.415000   0.451000       0.451000    143.341330        143.341330      14.300000           Radial Velocity                  <a refstr=H_EACUTE_BRARD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.145H/abstract target=ref>H&eacute;brard et al. 2016</a>
     HD 141399      HD 141399 d    1069.800000      2.090000   1.180000       1.180000    375.039400        375.039400      13.700000           Radial Velocity                  <a refstr=H_EACUTE_BRARD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.145H/abstract target=ref>H&eacute;brard et al. 2016</a>
      HAT-P-11       HAT-P-11 b       4.888000      0.052580   0.078700       0.074000     25.000000         23.519302       4.360000                   Transit                                          <a refstr=AN_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...22A/abstract target=ref>An et al. 2025</a>
      HAT-P-11       HAT-P-11 c    3361.000000      4.100000   2.680000       1.595192    851.780131        507.000000      13.200000           Radial Velocity                                          <a refstr=AN_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...22A/abstract target=ref>An et al. 2025</a>
      HD 12661       HD 12661 c    1708.000000      2.814500   2.830000       1.812000    899.454392        575.884000      13.200000           Radial Velocity                                        <a refstr=LIU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014RAA....14.1447L/abstract target=ref>Liu et al. 2014</a>
      HD 12661       HD 12661 b     262.708620      0.840000   2.430000       2.430000    772.326900        772.326900      13.300000           Radial Velocity                                <a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
      HD 23472       HD 23472 e       7.907540      0.068000   0.002265            NaN      0.720000               NaN       0.818000                   Transit                                   <a refstr=BARROS_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...665A.154B/abstract target=ref>Barros et al. 2022</a>
      HD 23472       HD 23472 c      29.797490      0.164600   0.010729            NaN      3.410000               NaN       1.870000                   Transit                                   <a refstr=BARROS_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...665A.154B/abstract target=ref>Barros et al. 2022</a>
      HD 23472       HD 23472 d       3.976640      0.042980   0.001730            NaN      0.550000               NaN       0.750000                   Transit                                   <a refstr=BARROS_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...665A.154B/abstract target=ref>Barros et al. 2022</a>
      HD 23472       HD 23472 f      12.162184      0.090600   0.002423            NaN      0.770000               NaN       1.137000                   Transit                                   <a refstr=BARROS_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...665A.154B/abstract target=ref>Barros et al. 2022</a>
      HD 23472       HD 23472 b      17.667087      0.116200   0.026178            NaN      8.320000               NaN       2.000000                   Transit                                   <a refstr=BARROS_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...665A.154B/abstract target=ref>Barros et al. 2022</a>
     HD 164604      HD 164604 c    5387.000000      5.556000   9.500000            NaN   3019.369867               NaN      12.500000           Radial Velocity                                       <a refstr=XIAO_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260210919X/abstract target=ref>Xiao et al. 2026</a>
     HD 164604      HD 164604 b     653.900000      1.362000  13.200000       1.997923   4195.334972        635.000000      12.300000           Radial Velocity                                       <a refstr=XIAO_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260210919X/abstract target=ref>Xiao et al. 2026</a>
     HD 215497      HD 215497 b       3.934040      0.050000   4.999000       0.020000   1588.824207          6.356600            NaN           Radial Velocity                                <a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
     HD 215497      HD 215497 c     566.000000      1.310000   0.350000       0.330000    111.239942        104.300000      13.000000           Radial Velocity                               <a refstr=PHILIPOT_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...678A.107P/abstract target=ref>Philipot et al. 2023</a>
      HD 83443       HD 83443 b       2.985628      0.040600   0.402000       0.402000    127.767020        127.767020      14.100000           Radial Velocity                                  <a refstr=ERRICO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..273E/abstract target=ref>Errico et al. 2022</a>
      HD 83443       HD 83443 c    8241.000000      8.000000   1.500000       1.350000    476.742611        429.068349      13.600000           Radial Velocity                                  <a refstr=ERRICO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..273E/abstract target=ref>Errico et al. 2022</a>
    BD-08 2823     BD-08 2823 c     237.600000      0.680000   0.330000       0.330000    104.000000        104.000000      12.500000           Radial Velocity                     <a refstr=HEBRARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..46H/abstract target=ref> H&eacute;brard et al. 2010 </a>
    BD-08 2823     BD-08 2823 b       5.600000      0.060000   9.277000       0.040000   2948.494132         12.713200            NaN           Radial Velocity                                <a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
      TOI-2076       TOI-2076 d      35.128030      0.198200   0.022968            NaN      7.300000               NaN       3.270000                   Transit                                       <a refstr=WANG_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026NatAs.tmp...51W/abstract target=ref>Wang et al. 2026</a>
      TOI-2076       TOI-2076 b      10.355040      0.087810   0.021081            NaN      6.700000               NaN       2.590000                   Transit                                       <a refstr=WANG_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026NatAs.tmp...51W/abstract target=ref>Wang et al. 2026</a>
      TOI-2076       TOI-2076 c      21.014470      0.140700   0.022654            NaN      7.200000               NaN       3.540000                   Transit                                       <a refstr=WANG_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026NatAs.tmp...51W/abstract target=ref>Wang et al. 2026</a>
      TOI-2076       TOI-2076 e       3.022375      0.038630   0.014788            NaN      4.700000               NaN       1.301000                   Transit                                       <a refstr=WANG_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026NatAs.tmp...51W/abstract target=ref>Wang et al. 2026</a>
      HD 27894       HD 27894 c      36.070000      0.198000   0.162000       0.162000     51.488460         51.488460       8.240000           Radial Velocity                              <a refstr=TRIFONOV_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602L...8T/abstract target=ref>Trifonov et al. 2017</a>
      HD 27894       HD 27894 b      18.019390      0.125000   0.619000       0.619000    196.735784        196.735784      14.100000           Radial Velocity                                      <a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>
      HD 27894       HD 27894 d    5019.542440      5.362000   6.493000       5.415000   2063.659847       1721.049450      12.700000           Radial Velocity                                      <a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>
      HD 15337       HD 15337 b       4.755980      0.052450   0.020511            NaN      6.519000               NaN       1.770000                   Transit              <a refstr=ROS_AMP_AACUTE_RIO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...686A.282R/abstract target=ref>Ros&aacute;rio et al. 2024</a>
      HD 15337       HD 15337 c      17.180546      0.123500   0.021370            NaN      6.792000               NaN       2.526000                   Transit              <a refstr=ROS_AMP_AACUTE_RIO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...686A.282R/abstract target=ref>Ros&aacute;rio et al. 2024</a>
      HD 15906       HD 15906 c      21.583298      0.141000   0.028000            NaN      8.910000               NaN       2.930000                   Transit                                    <a refstr=TUSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3090T/abstract target=ref>Tuson et al. 2023</a>
      HD 15906       HD 15906 b      10.924709      0.090000   0.017800            NaN      5.650000               NaN       2.240000                   Transit                                    <a refstr=TUSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3090T/abstract target=ref>Tuson et al. 2023</a>
      HD 37605       HD 37605 b      55.012920      0.277000   2.690000       2.690000    854.962700        854.962700      13.200000           Radial Velocity                                      <a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>
      HD 37605       HD 37605 c    2720.000000      3.740000   3.190000       3.190000   1013.877700       1013.877700      13.100000           Radial Velocity                                      <a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>
       HD 3167        HD 3167 b       0.959641      0.017960   0.015637            NaN      4.970000               NaN       1.670000                   Transit                                   <a refstr=BONOMO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A..33B/abstract target=ref>Bonomo et al. 2023</a>
       HD 3167        HD 3167 c      29.845400      0.177600   0.035019            NaN     11.130000               NaN       3.000000                   Transit                                   <a refstr=BONOMO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A..33B/abstract target=ref>Bonomo et al. 2023</a>
       HD 3167        HD 3167 e      96.630000      0.388500   0.026461       0.026461      8.410000          8.410000       2.830000           Radial Velocity                                   <a refstr=BONOMO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A..33B/abstract target=ref>Bonomo et al. 2023</a>
       HD 3167        HD 3167 d       8.411200      0.076300   0.013624       0.013624      4.330000          4.330000       1.920000           Radial Velocity                                   <a refstr=BONOMO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A..33B/abstract target=ref>Bonomo et al. 2023</a>
       TOI-500        TOI-500 c       6.635600           NaN   0.015826       0.015826      5.030000          5.030000       2.090000           Radial Velocity                                 <a refstr=SERRANO_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs...6..736S/abstract target=ref>Serrano et al. 2022</a>
       TOI-500        TOI-500 e      61.300000           NaN   0.047353       0.047353     15.050000         15.050000       3.990000           Radial Velocity                                 <a refstr=SERRANO_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs...6..736S/abstract target=ref>Serrano et al. 2022</a>
       TOI-500        TOI-500 d      26.233000           NaN   0.104207       0.104207     33.120000         33.120000       6.350000           Radial Velocity                                 <a refstr=SERRANO_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs...6..736S/abstract target=ref>Serrano et al. 2022</a>
       TOI-500        TOI-500 b       0.548177      0.011890   0.004468            NaN      1.420000               NaN       1.166000                   Transit                                 <a refstr=SERRANO_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs...6..736S/abstract target=ref>Serrano et al. 2022</a>
       gam Lib        gam Lib c     966.490000      2.318000   5.231000       5.231000   1662.560397       1662.560397      12.800000           Radial Velocity                                       <a refstr=TENG_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023PASJ...75.1030T/abstract target=ref>Teng et al. 2023</a>
       gam Lib        gam Lib b     414.880000      1.319000   1.126000       1.126000    357.874786        357.874786      13.700000           Radial Velocity                                       <a refstr=TENG_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023PASJ...75.1030T/abstract target=ref>Teng et al. 2023</a>
      HD 73267       HD 73267 b    1257.991590      2.229000   4.158000       3.097000   1321.530516        984.319510      13.000000           Radial Velocity                                      <a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>
      HD 73267       HD 73267 c   17071.780450     12.688000   5.131000       4.010000   1630.777556       1274.491912      12.800000           Radial Velocity                                      <a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>
       HD 4732        HD 4732 c    3184.200000      4.725000   3.365000       3.365000   1069.492590       1069.492590      13.100000           Radial Velocity                                       <a refstr=TENG_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023PASJ...75.1030T/abstract target=ref>Teng et al. 2023</a>
       HD 4732        HD 4732 b     371.740000      1.129000   1.986000       1.986000    631.207216        631.207216      13.400000           Radial Velocity                                       <a refstr=TENG_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023PASJ...75.1030T/abstract target=ref>Teng et al. 2023</a>
      TOI-1130       TOI-1130 c       8.350190      0.073100   1.057174            NaN    336.000000               NaN      13.000000                   Transit                                 <a refstr=BORSATO_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...689A..52B/abstract target=ref>Borsato et al. 2024</a>
      TOI-1130       TOI-1130 b       4.074554      0.045300   0.062298            NaN     19.800000               NaN       3.660000                   Transit                                 <a refstr=BORSATO_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...689A..52B/abstract target=ref>Borsato et al. 2024</a>
       TOI-712        TOI-712 d      84.839600      0.340500   0.021000            NaN      6.680000               NaN       2.474000                   Transit                                      <a refstr=VACH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...71V/abstract target=ref>Vach et al. 2022</a>
       TOI-712        TOI-712 c      51.699060      0.244700   0.024400            NaN      7.760000               NaN       2.701000                   Transit                                      <a refstr=VACH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...71V/abstract target=ref>Vach et al. 2022</a>
       TOI-712        TOI-712 b       9.531361      0.079280   0.015300            NaN      4.850000               NaN       2.049000                   Transit                                      <a refstr=VACH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...71V/abstract target=ref>Vach et al. 2022</a>
       TOI-286        TOI-286 c      39.361826      0.213000   0.011704            NaN      3.720000               NaN       1.880000                   Transit                                   <a refstr=HOBSON_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.216H/abstract target=ref>Hobson et al. 2024</a>
       TOI-286        TOI-286 b       4.511724      0.050300   0.014253            NaN      4.530000               NaN       1.420000                   Transit                                   <a refstr=HOBSON_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.216H/abstract target=ref>Hobson et al. 2024</a>
        K2-136         K2-136 d      25.575000      0.153800   0.009439            NaN      3.000000               NaN       1.565000                   Transit                                       <a refstr=MAYO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..235M/abstract target=ref>Mayo et al. 2023</a>
        K2-136         K2-136 c      17.307130      0.118500   0.056949            NaN     18.100000               NaN       3.000000                   Transit                                       <a refstr=MAYO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..235M/abstract target=ref>Mayo et al. 2023</a>
        K2-136         K2-136 b       7.975200      0.070700   0.013529            NaN      4.300000               NaN       1.014000                   Transit                                       <a refstr=MAYO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..235M/abstract target=ref>Mayo et al. 2023</a>
       TOI-815        TOI-815 b      11.197259      0.090300   0.023912            NaN      7.600000               NaN       2.940000                   Transit                                <a refstr=PSARIDI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A...5P/abstract target=ref>Psaridi et al. 2024</a>
       TOI-815        TOI-815 c      34.976145      0.193000   0.073939            NaN     23.500000               NaN       2.620000                   Transit                                <a refstr=PSARIDI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A...5P/abstract target=ref>Psaridi et al. 2024</a>
      TOI-2322       TOI-2322 b      11.307170      0.092400   0.007268            NaN      2.310000               NaN       0.994000                   Transit                                   <a refstr=HOBSON_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...702A..32H/abstract target=ref>Hobson et al. 2025</a>
      TOI-2322       TOI-2322 c      20.225528      0.136200   0.056949            NaN     18.100000               NaN       1.874000                   Transit                                   <a refstr=HOBSON_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...702A..32H/abstract target=ref>Hobson et al. 2025</a>
       TOI-880       TOI-880.02       2.575710      0.034900   0.017100            NaN      5.430000               NaN       2.190000                   Transit                                    <a refstr=ZHANG_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..175Z/abstract target=ref>Zhang et al. 2025</a>
       TOI-880        TOI-880 c       6.387270      0.063500   0.068300            NaN     21.700000               NaN       4.950000                   Transit                                    <a refstr=ZHANG_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..175Z/abstract target=ref>Zhang et al. 2025</a>
     HD 184010      HD 184010 b     286.600000      0.940000   0.310000       0.310000     98.526806         98.526806      12.100000           Radial Velocity                                       <a refstr=TENG_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74.1309T/abstract target=ref>Teng et al. 2022</a>
     HD 184010      HD 184010 c     484.300000      1.334000   0.300000       0.300000     95.348522         95.348522      11.800000           Radial Velocity                                       <a refstr=TENG_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74.1309T/abstract target=ref>Teng et al. 2022</a>
     HD 184010      HD 184010 d     836.400000      1.920000   0.450000       0.450000    143.022783        143.022783      14.300000           Radial Velocity                                       <a refstr=TENG_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74.1309T/abstract target=ref>Teng et al. 2022</a>
      HD 94890       HD 94890 b     824.610000      2.070000   2.130000       2.130000    676.974507        676.974507      13.300000           Radial Velocity                               <a refstr=FONTANET_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...699A..38F/abstract target=ref>Fontanet et al. 2025</a>
      HD 94890       HD 94890 c    2492.190000      4.330000   8.910000       8.910000   2831.851106       2831.851106      12.500000           Radial Velocity                               <a refstr=FONTANET_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...699A..38F/abstract target=ref>Fontanet et al. 2025</a>
     HIP 65407      HIP 65407 c      67.300000      0.316000   0.784000       0.784000    249.178720        249.178720      13.900000           Radial Velocity                  <a refstr=H_EACUTE_BRARD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.145H/abstract target=ref>H&eacute;brard et al. 2016</a>
     HIP 65407      HIP 65407 b      28.125000      0.177000   0.428000       0.428000    136.031240        136.031240      14.300000           Radial Velocity                  <a refstr=H_EACUTE_BRARD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.145H/abstract target=ref>H&eacute;brard et al. 2016</a>
        K2-141         K2-141 b       0.280324      0.007470   0.015637            NaN      4.970000               NaN       1.510000                   Transit                                   <a refstr=BONOMO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A..33B/abstract target=ref>Bonomo et al. 2023</a>
        K2-141         K2-141 c       7.748500      0.068300   0.025171            NaN      8.000000               NaN       7.000000                   Transit                                   <a refstr=BONOMO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A..33B/abstract target=ref>Bonomo et al. 2023</a>
       TOI-178        TOI-178 c       3.238486      0.037000   0.014599            NaN      4.640000               NaN       1.754000                   Transit                                    <a refstr=LELEU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.211L/abstract target=ref>Leleu et al. 2024</a>
